P,Player,Week,Team,Opp,Opp Rank,FDSal,,DK Salary,FD Points,DK Points,DK Multiplier
WR,Jaylen Waddle,4,MIA,IND,28,5400,4900,4.9,4.8,6.3,1.3
WR,Quez Watkins,4,PHI,KC,27,5200,3500,3.5,4.8,6.3,1.8
WR,Keelan Cole,5,NYJ,ATL,24,5200,3000,3,4.8,5.8,1.9
WR,Michael Pittman Jr.,6,IND,HOU,5,5800,5500,5.5,4.8,5.8,1.1
WR,Terry McLaurin,6,WAS,KC,25,7400,7100,7.1,4.8,6.8,1.0
WR,Zay Jones,7,LV,PHI,7,4800,3000,3,4.8,5.3,1.8
WR,Julio Jones,7,TEN,KC,17,6900,6100,6.1,4.8,5.8,1.0
WR,Chris Conley,9,HOU,MIA,31,4900,3100,3.1,4.8,5.8,1.9
WR,Tre'Quan Smith,14,NO,NYJ,15,5600,4800,4.8,4.8,6.3,1.3
WR,Allen Lazard,3,GB,SF,5,5600,3500,3.5,4.7,5.2,1.5
WR,Nelson Agholor,5,NE,HOU,7,5500,4400,4.4,4.7,6.2,1.4
WR,Brandon Zylstra,6,CAR,MIN,18,4700,3000,3,4.7,6.2,2.1
WR,Quez Watkins,7,PHI,LV,4,5300,3900,3.9,4.7,5.7,1.5
WR,Marquez Callaway,7,NO,SEA,26,5800,5200,5.2,4.7,6.2,1.2
WR,Amari Cooper,9,DAL,DEN,11,6900,5700,5.7,4.7,5.7,1.0
WR,Michael Gallup,15,DAL,NYG,23,5900,5500,5.5,4.7,6.2,1.1
WR,Hunter Renfrow,15,LV,CLE,10,7400,15600,15.6,4.7,6.2,0.4
WR,Kendrick Bourne,18,NE,MIA,15,5600,5000,5,4.7,6.2,1.2
WR,Tyler Johnson,18,TB,CAR,6,5500,4200,4.2,4.7,7.2,1.7
WR,Van Jefferson,19,LAR,ARI,29,5700,4700,4.7,4.6,5.1,1.1
WR,Josh Reynolds,16,DET,ATL,28,5400,4600,4.6,4.6,5.6,1.2
WR,Deonte Harris,3,NO,NE,7,5200,3300,3.3,4.6,6.1,1.8
WR,Devin Duvernay,4,BAL,DEN,8,5000,3900,3.9,4.6,6.1,1.6
WR,Brandin Cooks,7,HOU,ARI,27,6500,6000,6,4.6,7.1,1.2
WR,Marquez Valdes-Scantling,10,GB,SEA,11,5300,3500,3.5,4.6,5.1,1.5
WR,Jarvis Landry,10,CLE,NE,10,6100,5200,5.2,4.6,6.6,1.3
WR,Laviska Shenault Jr.,13,JAX,LAR,17,5400,4400,4.4,4.6,6.1,1.4
WR,Albert Wilson,13,MIA,NYG,15,5100,3200,3.2,4.6,6.6,2.1
WR,Nick Westbrook-Ikhine,14,TEN,JAX,26,5700,4500,4.5,4.6,6.1,1.4
WR,Jalen Guyton,5,LAC,CLE,6,4800,3500,3.5,4.5,5.5,1.6
WR,Sammy Watkins,5,BAL,IND,24,5500,4600,4.6,4.5,5.5,1.2
WR,Tyler Lockett,6,SEA,PIT,31,6800,6700,6.7,4.5,5.5,0.8
WR,Dyami Brown,6,WAS,KC,25,4600,3300,3.3,4.5,6,1.8
WR,Adam Humphries,8,WAS,DEN,9,5100,3400,3.4,4.5,5.5,1.6
WR,Ben Skowronek,8,LAR,HOU,6,4500,3000,3,4.5,6,2.0
WR,Marquez Callaway,8,NO,TB,16,5900,5400,5.4,4.5,6,1.1
WR,Sterling Shepard,8,NYG,KC,23,6500,5300,5.3,4.5,6.5,1.2
WR,Kendall Hinton,9,DEN,DAL,25,4600,3100,3.1,4.5,5,1.6
WR,Marvin Jones Jr.,10,JAX,IND,29,5900,5800,5.8,4.5,5.5,0.9
WR,Bryan Edwards,13,LV,WAS,29,5100,3600,3.6,4.5,6,1.7
WR,Keelan Cole,17,NYJ,TB,13,5100,3600,3.6,4.5,5.5,1.5
WR,Greg Ward,17,PHI,WAS,30,4700,3000,3,4.5,5.5,1.8
WR,Nico Collins,17,HOU,SF,24,5200,4000,4,4.5,5.5,1.4
WR,Quez Watkins,19,PHI,TB,11,5100,3900,3.9,4.5,5.5,1.4
WR,Mack Hollins,16,MIA,NO,24,4800,3100,3.1,4.5,5,1.6
WR,Tyler Lockett,16,SEA,CHI,29,7300,6700,6.7,4.5,6,0.9
WR,Ray-Ray McCloud,16,PIT,KC,12,4800,3100,3.1,4.5,6.5,2.1
WR,DJ Moore,17,CAR,NO,21,6400,5600,5.6,4.4,5.9,1.1
WR,Jauan Jennings,19,SF,DAL,24,5200,3700,3.7,4.4,5.9,1.6
WR,Tyreek Hill,2,KC,BAL,21,8700,8400,8.4,4.4,5.9,0.7
WR,Nick Westbrook-Ikhine,4,TEN,NYJ,4,5300,3200,3.2,4.4,5.9,1.8
WR,Tyler Lockett,4,SEA,SF,15,7900,7100,7.1,4.4,6.4,0.9
WR,Tyler Boyd,5,CIN,GB,11,6300,5300,5.3,4.4,6.4,1.2
WR,DJ Moore,10,CAR,ARI,19,6800,6300,6.3,4.4,6.4,1.0
WR,Rashod Bateman,11,BAL,CHI,30,5800,4500,4.5,4.4,5.9,1.3
WR,Marquez Callaway,14,NO,NYJ,15,5500,4300,4.3,4.4,5.4,1.3
WR,C.J. Board,3,NYG,ATL,25,4600,3000,3,4.3,4.8,1.6
WR,DeVonta Smith,3,PHI,DAL,29,5700,5300,5.3,4.3,5.8,1.1
WR,Jamal Agnew,4,JAX,CIN,19,4600,3000,3,4.3,4.8,1.6
WR,Allen Lazard,4,GB,PIT,26,5300,3600,3.6,4.3,5.3,1.5
WR,Denzel Mims,5,NYJ,ATL,24,4800,3000,3,4.3,5.3,1.8
WR,Jaylen Waddle,5,MIA,TB,31,5400,4800,4.8,4.3,5.3,1.1
WR,Kevin White,8,NO,TB,16,4500,3000,3,4.3,4.8,1.6
WR,Cole Beasley,11,BUF,IND,29,5700,4800,4.8,4.3,6.3,1.3
WR,Emmanuel Sanders,12,BUF,NO,26,5800,4800,4.8,4.3,5.8,1.2
WR,Amon-Ra St. Brown,12,DET,CHI,27,5500,4200,4.2,4.3,6.3,1.5
WR,Kalif Raymond,13,DET,MIN,32,5200,4500,4.5,4.3,5.3,1.2
WR,Van Jefferson,15,LAR,SEA,6,6400,5400,5.4,4.3,5.3,1.0
WR,A.J. Green,18,ARI,SEA,9,5700,5400,5.4,4.3,6.3,1.2
WR,Kendrick Bourne,16,NE,BUF,1,5600,5000,5,4.3,5.3,1.1
WR,Dee Eskridge,17,SEA,DET,10,4600,3500,3.5,4.2,4.7,1.3
WR,Marquise Brown,18,BAL,PIT,18,6200,5900,5.9,4.2,5.7,1.0
WR,Stefon Diggs,20,BUF,KC,22,7800,6500,6.5,4.2,5.7,0.9
WR,Olamide Zaccheaus,16,ATL,DET,15,5100,3800,3.8,4.2,5.2,1.4
WR,KhaDarel Hodge,5,DET,MIN,22,4500,3000,3,4.2,4.7,1.6
WR,Brandon Aiyuk,5,SF,ARI,25,5300,4500,4.5,4.2,5.2,1.2
WR,Nick Westbrook-Ikhine,6,TEN,BUF,1,5200,3400,3.4,4.2,5.7,1.7
WR,Marquise Goodwin,8,CHI,SF,17,4800,3000,3,4.2,5.2,1.7
WR,Byron Pringle,11,KC,DAL,23,5300,3400,3.4,4.2,4.7,1.4
WR,Darius Slayton,12,NYG,PHI,3,5500,4900,4.9,4.2,5.7,1.2
WR,Albert Wilson,12,MIA,CAR,4,4900,3100,3.1,4.2,6.7,2.2
WR,Randall Cobb,2,GB,DET,26,5000,3700,3.7,4.1,5.6,1.5
WR,Zach Pascal,3,IND,TEN,32,5300,4800,4.8,4.1,5.1,1.1
WR,Amari Cooper,3,DAL,PHI,1,7300,6300,6.3,4.1,5.6,0.9
WR,Odell Beckham Jr.,4,CLE,MIN,30,6600,5800,5.8,4.1,5.1,0.9
WR,DeVonta Smith,6,PHI,TB,30,6100,6000,6,4.1,5.1,0.9
WR,Rondale Moore,6,ARI,CLE,14,5700,4600,4.6,4.1,5.6,1.2
WR,DK Metcalf,10,SEA,GB,6,8000,6800,6.8,4.1,5.6,0.8
WR,Brandon Aiyuk,10,SF,LAR,8,5800,4700,4.7,4.1,5.6,1.2
WR,Emmanuel Sanders,11,BUF,IND,29,5800,5300,5.3,4.1,5.6,1.1
WR,Chester Rogers,11,TEN,HOU,21,5000,3500,3.5,4.1,7.1,2.0
WR,Jalen Reagor,12,PHI,NYG,18,5000,3000,3,4.1,5.1,1.7
WR,Brandon Aiyuk,15,SF,ATL,26,6600,6300,6.3,4.1,4.6,0.7
WR,Trinity Benson,17,DET,SEA,7,4500,3000,3,4.1,5.1,1.7
WR,Antonio Brown,17,TB,NYJ,9,8500,6100,6.1,4.1,5.6,0.9
WR,Van Jefferson,18,LAR,SF,22,5800,5100,5.1,4.1,5.1,1.0
WR,Brandin Cooks,18,HOU,TEN,30,7100,6300,6.3,4.1,5.6,0.9
WR,Jerry Jeudy,18,DEN,KC,25,5900,5100,5.1,4,5,1.0
WR,Tyler Johnson,19,TB,PHI,2,5100,4000,4,4,5,1.3
WR,Chase Claypool,19,PIT,KC,22,5900,4700,4.7,4,5.5,1.2
WR,Jeff Smith,2,NYJ,NE,6,4500,3000,3,4,4.5,1.5
WR,Albert Wilson,2,MIA,BUF,10,4500,3000,3,4,6,2.0
WR,Keelan Cole,3,NYJ,DEN,12,4500,3000,3,4,5,1.7
WR,JuJu Smith-Schuster,3,PIT,CIN,20,6100,6000,6,4,5.5,0.9
WR,Chester Rogers,5,TEN,JAX,19,5100,3900,3.9,4,4.5,1.2
WR,Robby Anderson,5,CAR,PHI,16,5600,5000,5,4,5,1.0
WR,Randall Cobb,5,GB,CIN,15,5500,4000,4,4,5,1.3
WR,Denzel Mims,8,NYJ,CIN,11,4900,3000,3,4,5,1.7
WR,N'Keal Harry,8,NE,LAC,2,4800,3000,3,4,5,1.7
WR,Keelan Cole,8,NYJ,CIN,11,5000,3000,3,4,5.5,1.8
WR,Nico Collins,9,HOU,MIA,31,5400,3600,3.6,4,5.5,1.5
WR,Laviska Shenault Jr.,9,JAX,BUF,1,5500,4400,4.4,4,6,1.4
WR,Mecole Hardman,10,KC,LV,3,5400,3900,3.9,4,5,1.3
WR,Adam Humphries,11,WAS,CAR,3,5000,3200,3.2,4,5,1.6
WR,Ben Skowronek,13,LAR,JAX,19,4800,3000,3,4,4.5,1.5
WR,Amari Cooper,2,DAL,LAC,2,7800,6800,6.8,3.9,5.4,0.8
WR,Marvin Jones Jr.,4,JAX,CIN,19,6800,5400,5.4,3.9,5.4,1.0
WR,Curtis Samuel,4,WAS,ATL,22,5300,3000,3,3.9,5.9,2.0
WR,Jalen Reagor,5,PHI,CAR,8,5300,4200,4.2,3.9,5.4,1.3
WR,Courtland Sutton,10,DEN,PHI,5,6600,5600,5.6,3.9,4.9,0.9
WR,Ashton Dulin,15,IND,NE,5,5000,3100,3.1,3.9,3.9,1.3
WR,Rashard Higgins,15,CLE,LV,5,4700,2700,2.7,3.9,5.4,2.0
WR,Seth Williams,17,DEN,LAC,4,4500,3000,3,3.9,4.4,1.5
WR,Greg Dortch,17,ARI,DAL,22,4500,3000,3,3.9,4.4,1.5
WR,Jalen Reagor,18,PHI,DAL,26,5000,3100,3.1,3.9,4.9,1.6
WR,Tyler Boyd,21,CIN,KC,22,5800,4200,4.2,3.9,5.9,1.4
WR,Russell Gage,16,ATL,DET,15,6700,5900,5.9,3.9,6.9,1.2
WR,A.J. Green,16,ARI,IND,20,5900,4900,4.9,3.8,4.3,0.9
WR,Brandin Cooks,5,HOU,NE,4,6300,6100,6.1,3.8,5.3,0.9
WR,Nico Collins,7,HOU,ARI,27,5100,3200,3.2,3.8,4.8,1.5
WR,Josh Reynolds,7,TEN,KC,17,5100,3000,3,3.8,5.3,1.8
WR,Kendrick Bourne,8,NE,LAC,2,5600,4500,4.5,3.8,6.8,1.5
WR,Cedrick Wilson,9,DAL,DEN,11,5300,3600,3.6,3.8,4.8,1.3
WR,Kenny Golladay,9,NYG,LV,3,6000,5200,5.2,3.8,4.8,0.9
WR,Demarcus Robinson,10,KC,LV,3,5100,3100,3.1,3.8,5.3,1.7
WR,Olamide Zaccheaus,11,ATL,NE,7,5300,4300,4.3,3.8,5.3,1.2
WR,Amon-Ra St. Brown,11,DET,CLE,25,5500,4300,4.3,3.8,5.8,1.3
WR,Nico Collins,12,HOU,NYJ,24,5300,3200,3.2,3.8,4.8,1.5
WR,John Ross,12,NYG,PHI,3,5200,3300,3.3,3.8,4.8,1.5
WR,Danny Amendola,12,HOU,NYJ,24,4900,3000,3,3.8,5.3,1.8
WR,Allen Lazard,15,GB,BAL,18,5300,4000,4,3.8,4.8,1.2
WR,Adam Humphries,15,WAS,PHI,5,5200,3800,3.8,3.8,5.3,1.4
WR,Nico Collins,2,HOU,CLE,20,4800,3200,3.2,3.7,4.2,1.3
WR,Rashard Higgins,2,CLE,HOU,26,4700,3900,3.9,3.7,4.7,1.2
WR,Allen Robinson II,3,CHI,CLE,17,7000,6200,6.2,3.7,4.7,0.8
WR,Elijah Moore,3,NYJ,DEN,12,5100,3800,3.8,3.7,5.2,1.4
WR,Mike Evans,6,TB,PHI,7,7600,6900,6.9,3.7,4.7,0.7
WR,Mike Williams,6,LAC,BAL,9,8000,8100,8.1,3.7,4.7,0.6
WR,John Ross,7,NYG,CAR,12,5100,3100,3.1,3.7,4.7,1.5
WR,Randall Cobb,7,GB,WAS,31,5400,4000,4,3.7,5.2,1.3
WR,Rashard Higgins,8,CLE,PIT,27,5000,3100,3.1,3.7,4.7,1.5
WR,Joshua Palmer,10,LAC,MIN,27,4900,3000,3,3.7,5.2,1.7
WR,Gabriel Davis,11,BUF,IND,29,5000,3900,3.9,3.7,4.7,1.2
WR,Darius Slayton,11,NYG,TB,18,5400,4800,4.8,3.7,6.7,1.4
WR,Terry McLaurin,13,WAS,LV,6,7200,7400,7.4,3.7,5.2,0.7
WR,Emmanuel Sanders,13,BUF,NE,5,5800,4600,4.6,3.7,5.2,1.1
WR,Sterling Shepard,14,NYG,LAC,2,5700,4600,4.6,3.7,4.7,1.0
WR,Byron Pringle,15,KC,LAC,2,5200,3200,3.2,3.7,5.2,1.6
WR,Kenny Golladay,18,NYG,WAS,29,5300,5100,5.1,3.7,5.2,1.0
WR,Kenny Golladay,16,NYG,PHI,3,5500,5300,5.3,3.7,5.2,1.0
WR,Lil'Jordan Humphrey,17,NO,CAR,6,4800,3300,3.3,3.6,4.6,1.4
WR,Ja'Marr Chase,18,CIN,CLE,10,8000,8300,8.3,3.6,4.6,0.6
WR,Damiere Byrd,16,CHI,SEA,7,4900,3300,3.3,3.6,4.1,1.2
WR,Kendrick Bourne,2,NE,NYJ,14,4700,4100,4.1,3.6,4.6,1.1
WR,Nelson Agholor,2,NE,NYJ,14,5800,4800,4.8,3.6,5.1,1.1
WR,Braxton Berrios,3,NYJ,DEN,12,4900,3900,3.9,3.6,4.6,1.2
WR,K.J. Osborn,3,MIN,SEA,13,5100,3500,3.5,3.6,4.6,1.3
WR,DeAndre Hopkins,3,ARI,JAX,21,8500,8200,8.2,3.6,5.1,0.6
WR,Devin Duvernay,6,BAL,LAC,4,5000,3400,3.4,3.6,4.6,1.4
WR,DeAndre Carter,7,WAS,GB,8,4800,3000,3,3.6,4.1,1.4
WR,Allen Robinson II,8,CHI,SF,17,5600,4900,4.9,3.6,5.1,1.0
WR,Marvin Jones Jr.,9,JAX,BUF,1,6000,5700,5.7,3.6,5.1,0.9
WR,Laviska Shenault Jr.,10,JAX,IND,29,5500,4600,4.6,3.6,5.1,1.1
WR,Randall Cobb,10,GB,SEA,11,5500,4300,4.3,3.6,5.1,1.2
WR,T.Y. Hilton,11,IND,BUF,1,5700,4300,4.3,3.6,4.6,1.1
WR,Quez Watkins,12,PHI,NYG,18,5100,3500,3.5,3.6,4.6,1.3
WR,Tim Patrick,12,DEN,LAC,2,5700,4800,4.8,3.6,4.6,1.0
WR,Zay Jones,13,LV,WAS,29,5300,3200,3.2,3.6,5.1,1.6
WR,K.J. Osborn,15,MIN,CHI,29,6000,4200,4.2,3.6,5.1,1.2
WR,Cedrick Wilson,2,DAL,LAC,2,4900,3100,3.1,3.5,4.5,1.5
WR,James Washington,3,PIT,CIN,20,4900,4000,4,3.5,5,1.3
WR,Gabriel Davis,6,BUF,TEN,32,4700,3400,3.4,3.5,4.5,1.3
WR,Mecole Hardman,9,KC,GB,7,5400,3900,3.9,3.5,5,1.3
WR,Jamison Crowder,10,NYJ,BUF,1,5800,4800,4.8,3.5,5,1.0
WR,Christian Kirk,11,ARI,SEA,9,6500,5700,5.7,3.5,4.5,0.8
WR,Mecole Hardman,11,KC,DAL,23,5500,4000,4,3.5,4.5,1.1
WR,Jamal Agnew,11,JAX,SF,10,5300,4700,4.7,3.5,5,1.1
WR,Jakeem Grant Sr.,12,CHI,DET,14,4600,3000,3,3.5,4.5,1.5
WR,Jerry Jeudy,12,DEN,LAC,2,6100,5500,5.5,3.5,4.5,0.8
WR,Joshua Palmer,12,LAC,DEN,17,5000,3000,3,3.5,4.5,1.5
WR,Nelson Agholor,12,NE,TEN,32,5500,4300,4.3,3.5,5,1.2
WR,Marquez Valdes-Scantling,14,GB,CHI,23,5400,4300,4.3,3.5,5,1.2
WR,Jauan Jennings,17,SF,HOU,20,5000,3800,3.8,3.5,4.5,1.2
WR,Keelan Cole,16,NYJ,JAX,24,5000,3300,3.3,3.5,4.5,1.4
WR,Demarcus Robinson,18,KC,DEN,8,5200,3400,3.4,3.4,4.9,1.4
WR,James Proche II,3,BAL,DET,15,4600,3000,3,3.4,3.9,1.3
WR,Rashard Higgins,3,CLE,CHI,29,5300,4200,4.2,3.4,4.4,1.0
WR,Jalen Guyton,4,LAC,LV,12,4700,3000,3,3.4,3.9,1.3
WR,Van Jefferson,6,LAR,NYG,13,5400,3400,3.4,3.4,4.9,1.4
WR,Chris Moore,6,HOU,IND,30,5300,3100,3.1,3.4,5.4,1.7
WR,Courtland Sutton,9,DEN,DAL,25,6700,5900,5.9,3.4,3.9,0.7
WR,Jaelon Darden,10,TB,WAS,31,4700,3000,3,3.4,3.9,1.3
WR,Braxton Berrios,10,NYJ,BUF,1,4900,3000,3,3.4,4.9,1.6
WR,Marquez Callaway,12,NO,BUF,1,5700,5000,5,3.4,4.4,0.9
WR,Keelan Cole,12,NYJ,HOU,22,4900,3100,3.1,3.4,4.4,1.4
WR,Bryan Edwards,14,LV,KC,9,5000,3300,3.3,3.4,4.4,1.3
WR,Jamison Crowder,14,NYJ,NO,28,5500,4700,4.7,3.4,4.9,1.0
WR,DeAndre Carter,15,WAS,PHI,5,5100,3600,3.6,3.4,4.4,1.2
WR,Antoine Wesley,15,ARI,DET,13,4700,3000,3,3.4,4.9,1.6
WR,Kendall Hinton,17,DEN,LAC,4,4600,3000,3,3.34,4.34,1.4
WR,Devin Duvernay,17,BAL,LAR,11,5000,3200,3.2,3.3,4.3,1.3
WR,Deonte Harris,17,NO,CAR,6,5100,3000,3,3.3,4.3,1.4
WR,Marquise Goodwin,16,CHI,SEA,7,5000,3100,3.1,3.3,4.3,1.4
WR,Amon-Ra St. Brown,2,DET,GB,13,5000,3500,3.5,3.3,4.8,1.4
WR,KJ Hamler,3,DEN,NYJ,4,5200,3600,3.6,3.3,3.8,1.1
WR,Byron Pringle,4,KC,PHI,2,5100,3000,3,3.3,4.3,1.4
WR,Dede Westbrook,5,MIN,DET,14,4500,3000,3,3.3,4.8,1.6
WR,Nelson Agholor,6,NE,DAL,27,5400,4000,4,3.3,3.8,1.0
WR,N'Keal Harry,7,NE,NYJ,3,5000,3000,3,3.3,3.8,1.3
WR,Odell Beckham Jr.,7,CLE,DEN,17,6100,5000,5,3.3,4.3,0.9
WR,Ashton Dulin,9,IND,NYJ,6,5000,3000,3,3.3,4.3,1.4
WR,CeeDee Lamb,9,DAL,DEN,11,7500,7200,7.2,3.3,4.3,0.6
WR,Tyler Lockett,10,SEA,GB,6,7100,6500,6.5,3.3,4.3,0.7
WR,Michael Pittman Jr.,11,IND,BUF,1,6900,6100,6.1,3.3,4.3,0.7
WR,Jalen Guyton,12,LAC,DEN,17,4900,3000,3,3.3,4.3,1.4
WR,Freddie Swain,13,SEA,SF,9,4700,3200,3.2,3.3,4.8,1.5
WR,Byron Pringle,14,KC,LV,4,5300,3200,3.2,3.3,3.8,1.2
WR,Darius Slayton,15,NYG,DAL,28,5000,4500,4.5,3.3,4.3,1.0
WR,Tee Higgins,15,CIN,DEN,8,6800,6500,6.5,3.3,4.3,0.7
WR,Lil'Jordan Humphrey,2,NO,CAR,22,4700,3000,3,3.2,3.7,1.2
WR,Olamide Zaccheaus,2,ATL,TB,31,4500,3200,3.2,3.2,4.2,1.3
WR,Jalen Guyton,2,LAC,DAL,27,4800,3100,3.1,3.2,4.2,1.4
WR,Chester Rogers,2,TEN,SEA,15,4600,3200,3.2,3.2,4.2,1.3
WR,Terrace Marshall Jr.,2,CAR,NO,4,5000,3300,3.3,3.2,4.7,1.4
WR,Parris Campbell,4,IND,MIA,19,4700,3200,3.2,3.2,4.2,1.3
WR,Bryan Edwards,5,LV,CHI,29,5400,3800,3.8,3.2,4.2,1.1
WR,Jody Fortson,6,KC,WAS,28,4900,2500,2.5,3.2,3.7,1.5
WR,Danny Amendola,7,HOU,ARI,27,4800,3000,3,3.2,4.7,1.6
WR,Joshua Palmer,9,LAC,PHI,4,4600,3000,3,3.2,4.2,1.4
WR,Olamide Zaccheaus,10,ATL,DAL,26,5500,4400,4.4,3.2,4.2,1.0
WR,Tyler Johnson,10,TB,WAS,31,5100,3300,3.3,3.2,4.7,1.4
WR,Tajaé Sharpe,12,ATL,JAX,19,5000,3900,3.9,3.2,4.2,1.1
WR,DeVonta Smith,12,PHI,NYG,18,6400,6400,6.4,3.2,4.2,0.7
WR,Cody Hollister,12,TEN,NE,5,4600,3000,3,3.2,4.2,1.4
WR,T.Y. Hilton,13,IND,HOU,21,5700,4400,4.4,3.2,4.2,1.0
WR,Tyreek Hill,13,KC,DEN,13,8500,8400,8.4,3.2,4.2,0.5
WR,Keelan Cole,14,NYJ,NO,28,4700,3100,3.1,3.2,3.7,1.2
WR,Tavon Austin,14,JAX,TEN,31,4700,3200,3.2,3.2,4.7,1.5
WR,Tyler Johnson,14,TB,BUF,1,4700,3200,3.2,3.2,4.7,1.5
WR,Chase Claypool,17,PIT,CLE,12,5800,5000,5,3.2,4.7,0.9
WR,Rashod Bateman,18,BAL,PIT,18,5700,4900,4.9,3.2,4.2,0.9
WR,Equanimeous St. Brown,18,GB,DET,20,4900,3000,3,3.2,4.2,1.4
WR,Kalif Raymond,16,DET,ATL,28,5200,3900,3.9,3.2,4.7,1.2
WR,Joshua Palmer,17,LAC,DEN,8,5200,3600,3.6,3.1,4.6,1.3
WR,Lil'Jordan Humphrey,18,NO,ATL,27,4900,3500,3.5,3.1,3.6,1.0
WR,DeSean Jackson,19,LV,CIN,15,4900,3100,3.1,3.1,3.6,1.2
WR,CeeDee Lamb,19,DAL,SF,18,7300,6300,6.3,3.1,3.6,0.6
WR,Cody White,16,PIT,KC,12,4500,3000,3,3.1,4.6,1.5
WR,Joshua Palmer,2,LAC,DAL,27,4900,3000,3,3.1,4.1,1.4
WR,Collin Johnson,6,NYG,LAR,17,4900,3000,3,3.1,4.1,1.4
WR,Keith Kirkwood,7,CAR,NYG,22,4500,3000,3,3.1,4.6,1.5
WR,Laviska Shenault Jr.,8,JAX,SEA,13,5800,4700,4.7,3.1,4.1,0.9
WR,Justin Jefferson,8,MIN,DAL,28,7700,8200,8.2,3.1,4.1,0.5
WR,N'Keal Harry,10,NE,CLE,18,4800,3000,3,3.1,3.6,1.2
WR,Nelson Agholor,10,NE,CLE,18,5300,4000,4,3.1,4.1,1.0
WR,Tajaé Sharpe,11,ATL,NE,7,5000,3600,3.6,3.1,4.1,1.1
WR,Kalif Raymond,12,DET,CHI,27,5100,4600,4.6,3.1,4.6,1.0
WR,Mike Evans,12,TB,IND,28,7500,7200,7.2,3.1,4.6,0.6
WR,Pharoh Cooper,13,NYG,MIA,30,4700,3000,3,3.1,4.1,1.4
WR,Devin Duvernay,13,BAL,PIT,24,5100,3600,3.6,3.1,4.1,1.1
WR,Demarcus Robinson,13,KC,DEN,13,5100,3000,3,3.1,4.1,1.4
WR,Tim Patrick,14,DEN,DET,20,5700,4800,4.8,3.1,4.1,0.9
WR,Rondale Moore,14,ARI,LAR,12,5300,4400,4.4,3.1,4.6,1.0
WR,Alex Erickson,3,CAR,HOU,9,4500,3000,3,3,3.5,1.2
WR,Trenton Irwin,4,CIN,JAX,21,4500,3000,3,3,3.5,1.2
WR,Marvin Jones Jr.,5,JAX,TEN,32,6600,5700,5.7,3,3.5,0.6
WR,Olamide Zaccheaus,5,ATL,NYJ,3,5100,3600,3.6,3,4,1.1
WR,Odell Beckham Jr.,5,CLE,LAC,3,6400,6000,6,3,4,0.7
WR,Shi Smith,6,CAR,MIN,18,4500,3000,3,3,4,1.3
WR,Anthony Schwartz,7,CLE,DEN,17,4800,3000,3,3,4,1.3
WR,Albert Wilson,11,MIA,NYJ,22,5100,3100,3.1,3,4.5,1.5
WR,Emmanuel Sanders,14,BUF,TB,13,5800,4900,4.9,3,3.5,0.7
WR,Chris Conley,14,HOU,SEA,6,4800,3300,3.3,3,4,1.2
WR,Zay Jones,14,LV,KC,9,4800,3400,3.4,3,6.5,1.9
WR,Freddie Swain,15,SEA,LAR,13,4700,3400,3.4,3,3.5,1.0
WR,Kalif Raymond,15,DET,ARI,21,5200,4400,4.4,3,4,0.9
WR,Dyami Brown,17,WAS,PHI,2,4700,3000,3,3,3.5,1.2
WR,Ray-Ray McCloud,19,PIT,KC,22,4900,3600,3.6,3,4,1.1
WR,Tyler Johnson,20,TB,LAR,17,5000,3700,3.7,3,4.5,1.2
WR,Emmanuel Sanders,16,BUF,NE,4,5600,4000,4,3,4,1.0
WR,Jauan Jennings,16,SF,TEN,31,5100,3800,3.8,2.9,3.9,1.0
WR,Tyreek Hill,16,KC,PIT,18,8700,8400,8.4,2.9,3.9,0.5
WR,Trinity Benson,2,DET,GB,13,4600,3000,3,2.9,3.4,1.1
WR,Penny Hart,5,SEA,LAR,16,4600,3000,3,2.9,3.9,1.3
WR,Mohamed Sanu Sr.,5,SF,ARI,25,4700,3400,3.4,2.9,3.9,1.1
WR,K.J. Osborn,5,MIN,DET,14,5200,3800,3.8,2.9,4.4,1.2
WR,Robby Anderson,7,CAR,NYG,22,5500,4800,4.8,2.9,4.4,0.9
WR,Zach Pascal,7,IND,SF,18,5200,4300,4.3,2.9,4.4,1.0
WR,Chris Conley,8,HOU,LAR,7,5000,3000,3,2.9,3.4,1.1
WR,Mike Williams,8,LAC,NE,20,7600,7700,7.7,2.9,3.9,0.5
WR,Marquez Valdes-Scantling,9,GB,KC,16,5300,3700,3.7,2.9,3.9,1.1
WR,Tim Patrick,10,DEN,PHI,5,6000,4900,4.9,2.9,4.4,0.9
WR,CeeDee Lamb,11,DAL,KC,20,8000,7600,7.6,2.9,4.4,0.6
WR,Brandon Zylstra,12,CAR,MIA,30,4800,3000,3,2.9,3.4,1.1
WR,Kalif Raymond,2,DET,GB,13,4900,4200,4.2,2.8,3.8,0.9
WR,Gabriel Davis,3,BUF,WAS,23,4900,3700,3.7,2.8,3.3,0.9
WR,Kenny Stills,5,NO,WAS,23,1,3000,3,2.8,3.8,1.3
WR,Ray-Ray McCloud,6,PIT,SEA,26,4900,3100,3.1,2.8,3.8,1.2
WR,Tajaé Sharpe,7,ATL,MIA,30,5100,3400,3.4,2.8,3.8,1.1
WR,Mecole Hardman,7,KC,TEN,32,5400,4300,4.3,2.8,5.8,1.3
WR,Quez Watkins,8,PHI,DET,25,5300,4000,4,2.8,3.8,1.0
WR,A.J. Brown,10,TEN,NO,30,7600,7800,7.8,2.8,3.3,0.4
